ENTREZID,SYMBOL,GENENAME,ERR4368607,ERR4368608,ERR4368610,ERR4368611
100039571,Gm10335,ribosomal protein L23A pseudogene,3.84228941805647,3.7899739885674,3.60923209344361,3.8121473611681
100039636,Atp6v0c-ps2,"ATPase, H+ transporting, lysosomal V0 subunit C, pseudogene 2",2.0252978963527,1.7554856121821,1.69798947329538,1.45666670656971
100039707,Mthfsl,"5, 10-methenyltetrahydrofolate synthetase-like",1.76012457976257,2.02485226683962,2.39069714777668,2.18187911931024
100039731,Gm10051,predicted pseudogene 10051,0.847335575844968,0.841703570241138,0.546470586950328,0.10367990745988
100039748,Rpl15-ps6,"ribosomal protein L15, pseudogene 6",1.20272358667766,1.20604382781221,1.12820196640847,0.810430888579079
100039768,1700024F20Rik,RIKEN cDNA 1700024F20 gene,2.37194842065129,2.22755405649733,2.28440410805045,2.41660987520993
100039781,Hrct1,histidine rich carboxyl terminus 1,3.8742839664986,3.44907475874932,3.72711402581385,3.67801362090998
100039786,Gm2423,predicted gene 2423,1.42421573026827,1.92305826508289,0.728181502770351,0.0269227084758423
100039795,Ildr2,immunoglobulin-like domain containing receptor 2,5.51485351787237,5.54489973872039,5.98126670973718,6.05147201643742
100039796,Tgtp2,T cell specific GTPase 2,-0.332699453242185,0.439889766118459,-3.50277293206952,-2.44438301044975
100039805,D5Ertd605e,"DNA segment, Chr 5, ERATO Doi 605, expressed",0.0777653162468342,-0.592053126384295,0.22211982979611,0.0269227084758423
100039864,Snhg12,small nucleolar RNA host gene 12,3.48634779338838,3.55739068290359,3.35934779341898,3.57663900486835
100039968,Tmem35b,transmembrane protein 35B,1.21526883999677,1.34748223235181,1.28730399855625,1.21512644363646
100039988,Gm11826,predicted gene 11826,1.0846189872879,1.14275758307824,1.15385055377908,1.20819039642609
100040052,Gm2573,predicted gene 2573,0.523391135359101,0.654740638442288,0.360725068025617,0.350426658288744
100040123,Gm2614,predicted gene 2614,1.72546357231595,1.84568342115368,1.48212017554027,1.47411887552906
100040220,Gm9892,"eukaryotic translation initiation factor 2, subunit 2 (beta) pseudogene",4.80179185470554,5.07190318603713,4.69962302135543,4.4874289603404
100040244,Gm14698,serine/threonine/tyrosine interaction protein pseudogene,0.418802234081901,0.397140118659122,0.404117663538998,0.337771357482715
100040297,NA,NA,5.69191423693317,5.72475185205007,5.76323271819176,5.56090128047819
100040298,Gm15501,predicted pseudogene 15501,3.38171997739394,2.8945267806722,2.70451259687672,2.66477490189991
100040322,3830408C21Rik,RIKEN cDNA 3830408C21 gene,-1.35107798255704,-1.61374819748361,-1.05798808939663,-0.54626262446896
100040377,NA,NA,-1.35107798255704,-1.8001613217145,-0.443879243015952,-1.46640931677975
100040416,Rpl13-ps6,"ribosomal protein L13, pseudogene 6",-0.0973213903112569,0.0283582103411512,-0.482873374631816,-0.328905793029811
100040462,Mndal,myeloid nuclear differentiation antigen like,5.23811699098235,5.58651882792213,4.23494387015369,4.37734266349487
100040465,NA,NA,-0.19353670557056,-0.508395197337385,-0.196964502545436,-0.0709246149223022
100040505,Gm9923,Hbs1-like pseudogene,0.329304083242799,0.978482303701581,1.24019140271813,0.924850799215972
100040525,Tmem181c-ps,"transmembrane protein 181C, pseudogene",-2.9360404832782,-2.57067947559173,-0.229754437663105,-1.8163517878367
100040531,Dynlt1f,dynein light chain Tctex-type 1F,3.30162912479995,3.37940463712011,3.05352022582037,2.79778063179976
100040543,Gm2830,predicted gene 2830,4.0350608652926,3.77126442467191,4.10126543492172,3.96294913826631
100040563,Dynlt1c,dynein light chain Tctex-type 1C,1.83519501297276,1.04921681523882,1.38799799817572,0.907827651373659
100040608,Fancf,"Fanconi anemia, complementation group F",2.03947683152246,2.03882520939222,1.8703338867434,1.86657396661661
100040617,Wincr1,WNT induced non-coding RNA 1,-0.855120487894629,-0.930221862278868,-2.42477042006825,-2.73388962764473
100040682,Esd-ps,"esterase D/formylglutathione hydrolase, pseudogene",-0.659200277919372,-0.592053126384295,-0.741960595948947,-1.25995843931232
100040724,Mirg,miRNA containing gene,3.79083264271568,3.76076441441583,3.65485471056941,3.80411962560097
100040792,Gm11627,predicted gene 11627,-1.02177035730408,-0.354361568664964,-0.0433413134322238,-0.500092443036034
100040929,Gm10362,ribosomal protein L17 pseudogene,-0.753837152057447,-0.775499267480226,-0.741960595948947,-0.390745046847673
100040961,Gm10145,predicted gene 10145,0.374747054003966,1.02133778266338,0.246165303762761,0.0581173300794365
100041085,Mfsd4b3-ps,"major facilitator superfamily domain containing 4B3, pseudogene",1.25226304747897,1.09005053274739,1.48212017554027,1.33459011023804
100041098,NA,NA,2.87724739453315,2.58741038941361,2.66492396848067,2.67738595283791
100041106,Gm3141,predicted gene 3141,-0.0666245930883405,0.110042007934859,0.147481028903355,0.10367990745988
100041120,Gm3150,"guanine nucleotide binding protein (G protein), gamma 5 pseudogene",-0.407661510923407,-1.04343247272686,-0.741960595948947,-0.411961532757369
100041194,Ahnak2,AHNAK nucleoprotein 2,8.31302737440872,7.98700946234251,8.25410765925315,8.58505063311755
100041231,Gm3219,B-cell CLL/lymphoma 7C pseudogene,0.374747054003966,0.561026203620094,-0.522950814007151,0.147847490735449
100041286,Snhg15,small nucleolar RNA host gene 15,3.06915218594213,3.18891502924927,3.4292777374374,3.260254252232
100041478,NA,NA,3.23850114623449,3.18577873444697,3.33992660535323,3.24339029585519
100041480,Gm9833,"myelin basic protein expression factor 2, repressor pseudogene",2.42691487986922,2.57787187505802,1.73244352962451,2.00907470714292
100041574,9030025P20Rik,RIKEN cDNA 9030025P20 gene,-1.2789281968012,-2.26582489406331,-0.606608743054061,-1.51149720630828
100041576,Gm3414,predicted gene 3414,0.94094862661646,0.61798208843217,1.24019140271813,1.26944608491852
100041585,Amd2,S-adenosylmethionine decarboxylase 2,0.601924537905791,1.24272449113868,0.778513178320495,0.624965036240988
100041649,Mpc1-ps,"mitochondrial pyruvate carrier 1, pseudogene",2.96529058698842,3.18891502924927,3.13304593863979,2.95312957473404
100041677,Zfp984,zinc finger protein 984,4.45429385322146,4.72610180540101,4.71262524266404,4.7540992373582
100041694,Gm10451,predicted gene 10451,-0.570391010961516,-0.429323626346187,0.0138025936713852,0.133274689648176
100041697,Gm14719,predicted gene 14719,-0.128685561220592,-0.930221862278868,-0.695418010011917,-0.269608609346038
100041797,NA,NA,1.07087893066159,0.561026203620094,1.02078902398749,1.02297552395918
100041864,Gm3552,predicted gene 3552,0.620907641273363,0.0833246695590796,0.360725068025617,0.447860809194371
100041925,Gm14586,predicted gene 14586,5.74100148676367,5.61302887429771,5.59964025064679,5.51947639728785
100041948,Gm9800,predicted gene 9800,5.00512001441507,5.13016818685885,5.11805781660648,4.59835417173233
100041953,Sap18b,Sin3-associated polypeptide 18B,4.42354015308856,4.46791679922861,4.50035452426228,4.43492175348687
100041965,Oaz1-ps,"ornithine decarboxylase antizyme 1, pseudogene",2.20587014199452,2.06637153627788,2.05181591960812,2.13144269569929
100041979,Gm3604,predicted gene 3604,0.582688319042873,0.708179897403748,0.794907616571164,0.550141859484102
100042008,Gm9794,predicted pseudogene 9794,7.87817221883941,7.95731490362856,8.04203054851997,7.95322680557691
100042025,Gapdh-ps15,"glyceraldehyde-3-phosphate dehydrogenase, pseudogene 15",0.209009849525087,-0.215198820993339,-0.0144864507600386,-0.328905793029811
100042049,Gm15421,ribosomal protein L22 like 1 pseudogene,0.985571618037088,1.00719360034311,0.794907616571164,0.176558787376976
100042069,Impdh2-ps,"inosine monophosphate dehydrogenase 2, pseudogene",5.29905321153146,5.20875021083453,5.02990766859841,4.85190752455524
100042165,Thoc2l,THO complex subunit 2-like,1.02885571576589,1.66828717028024,1.57996749893842,1.74723706209188
100042173,Rps15a-ps6,"ribosomal protein S15A, pseudogene 6",3.09653512026667,3.0748730048439,3.16492999965957,3.13784452255017
100042332,2810410L24Rik,RIKEN cDNA 2810410L24 gene,-0.332699453242185,-1.37274009797982,-1.00027259154034,-0.54626262446896
100042335,Rps15a-ps5,"ribosomal protein S15A, pseudogene 5",3.21682935398439,3.10507004997233,3.22363447039811,2.88517552556199
100042355,Gm10705,predicted gene 10705,3.65007756018867,3.77335528741598,3.66826483073987,3.25015955186794
100042424,Pdcd5-ps,"programmed cell death 5, pseudogene",4.08376405686828,4.06722394105357,3.9520975223484,3.72857477546213
100042464,NA,NA,6.71432089014945,6.70448646475984,6.44153242667914,6.80361640585916
100042480,Nhsl2,NHS-like 2,3.93432423630521,3.97576109250645,3.9225595479372,3.83371440778927
100042498,Mir22hg,Mir22 host gene (non-protein coding),5.75395748814125,5.87153224492257,6.01489645606429,6.12213235798058
100042503,Ndufb4b,NADH:ubiquinone oxidoreductase subunit B4B,-0.753837152057447,-1.04343247272686,-0.891338219987174,-1.51149720630828
100042514,Sprr2a3,small proline-rich protein 2A3,-5.05151770069813,-0.46831775796205,-6.67269793351183,-2.35949411286323
100042547,Gm3897,predicted gene 3897,-1.21021544671719,-0.429323626346187,-0.839807919347092,-0.859420509728591
100042561,NA,NA,3.98465591185535,4.0292333665954,3.93000093150613,3.93486406526766
100042625,Gstp-ps,"glutathione S-transferase, pi, pseudogene",4.8326528184103,4.66322211519738,4.47132293575506,4.57428083381529
100042740,Rpl31-ps9,"ribosomal protein L31, pseudogene 9",-1.21021544671719,-0.0882867085111194,-0.741960595948947,-0.369836057084693
100042773,Tmed10-ps,"transmembrane p24 trafficking protein 10, pseudogene",4.40859685051565,4.44054777983153,4.16414142623688,4.25058157762519
100042784,Prdm11,PR domain containing 11,-1.02177035730408,-0.283102885495143,-0.332847930627208,-0.888864287621072
100042807,Eif3j2,"eukaryotic translation initiation factor 3, subunit J2",1.04299989808616,2.05266411685728,0.526974411324531,1.91849063443653
100042856,Gvin2,"GTPase, very large interferon inducible, family member 2",-1.14462710508961,0.136273549508039,-2.58523509226149,-2.20337491094595
100042880,Rpl17-ps10,"ribosomal protein L17, pseudogene 10",6.13108356486751,6.04770602666688,6.05500984396085,6.07215272284474
100042940,Gm4117,predicted gene 4117,-0.908559746856089,-1.37274009797982,-2.58523509226149,-1.51149720630828
100042948,Gm15760,mitochondrial ribosomal protein S18B pseudogene,-0.0666245930883405,0.16203664557312,-0.482873374631816,0.218582002272683
100042959,Gm4130,heterogeneous nuclear ribonucleoprotein K pseudogene,3.40106675254289,3.52797192269958,3.35382550900793,3.10834429898137
100043002,Llph-ps2,"LLP homolog, pseudogene 2",0.970850112330322,0.978482303701581,0.978353757667095,0.846613224885725
100043039,Gm4184,protein transport protein Sec61 subunit gamma pseudogene 1,-1.08189134974165,-0.680862393342151,-0.741960595948947,-1.2219905891133
100043040,1110002L01Rik,RIKEN cDNA 1110002L01 gene,1.27640913481067,1.77231023482346,1.68044889198625,1.52524334050673
100043121,Gm10175,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit C2 (subunit 9) pseudogene",1.20272358667766,1.11664474275911,1.20381901305317,0.846613224885725
100043133,9130023H24Rik,RIKEN cDNA 9130023H24 gene,2.60907250483639,2.28730151953584,2.28440410805045,2.49564132899294
100043147,Gm4262,predicted gene 4262,1.21526883999677,0.561026203620094,0.874196526375803,0.412089678172549
100043172,Gm10080,predicted gene 10080,4.10919412258285,4.00096164663159,4.22439119480092,3.98543580738574
100043184,NA,NA,0.847335575844968,0.481409035556726,0.293086351150254,0.190702969697246
100043189,Gm4285,predicted gene 4285,-0.407661510923407,-0.248751380704366,-0.0433413134322238,0.272774102636279
100043257,Rbm3-ps,"RNA binding motif (RNP1, RRM) protein 3",3.97914943554881,4.10257763062356,3.68595326738105,3.56718310464409
100043272,Inafm2,InaF motif containing 2,4.20035915832943,4.12403687698914,4.11602039917863,4.14830052733546
100043324,Bnip3l-ps,"BCL2/adenovirus E1B interacting protein 3-like, pseudogene",2.13500926808131,2.19048062358727,2.66937673448731,2.38620421784557
100043348,Gm10045,predicted pseudogene 10045,-0.369693660724387,-1.10355346516443,-1.31514592889375,-1.1849963816311
100043364,NA,NA,-1.42702683579034,-1.9032548146786,-1.71850162312496,-0.477549874384946
100043387,Gm14305,predicted gene 14305,1.32352173064879,1.79718490346249,1.84693831933138,1.76625144001053
100043424,Morrbid,myeloid RNA regulator of BCL2L11 induced cell death,4.43833025974117,4.51740723379412,4.82664969936477,4.68895383722507
100043462,Nutf2-ps1,"nuclear transport factor 2, pseudogene 1",3.01636477158269,2.84766923707753,2.29019807182543,2.28106071382124
100043468,Zfp955b,zinc finger protein 955B,2.94283573616073,3.36283762206214,3.41609030520507,3.36219102117424
100043489,1300002E11Rik,RIKEN cDNA 1300002E11 gene,2.24921617192011,2.42134246698475,2.26688128080286,2.57596563494206
100043508,Ptges3-ps,"prostaglandin E synthase 3, pseudogene",5.07131029410953,5.11128232471069,4.83162451478006,4.70567194967082
100043597,Srcap,Snf2-related CREBBP activator protein,6.54731023352723,6.41950793168758,6.1819756883521,6.40272180286455
100043636,AI662270,expressed sequence AI662270,-4.31455210653193,-5.07317981612091,-0.522950814007151,0.147847490735449
100043670,Gm4581,predicted gene 4581,-0.803590187254547,-0.876782603317408,-0.564173476733664,-1.70741741628354
100043674,Rbx1-ps,"ring-box 1, pseudogene",-0.227089265281587,-0.391355776147166,-0.332847930627208,-0.411961532757369
100043718,Rpl36-ps12,"ribosomal protein L36, pseudogene 12",2.14159692811607,1.62262845328854,2.33011708209522,2.19597149061343
100043755,Gm10132,ribosomal protein L23A pseudogene,2.03947683152246,2.28730151953584,2.30171665629369,2.02495046614424
100043761,Gm14399,predicted gene 14399,-1.08189134974165,-0.429323626346187,0.293086351150254,-0.349225777409407
100043766,Gm14057,Ppp1r14c pseudogene,0.233884518164116,0.187347734102308,-0.522950814007151,-0.43349469430701
100043771,Gm10651,predicted pseudogene 10651,1.42421573026827,1.41332004571456,1.83905472025555,1.46832491175409
100043772,Zfp850,zinc finger protein 850,2.20587014199452,1.9964937116859,1.93092841147436,1.68864240818104
100043805,Gm10224,predicted pseudogene 10224,-0.332699453242185,-0.592053126384295,-0.839807919347092,-0.522992845146113
100043813,Rps27rt,"ribosomal protein S27, retrogene",3.05874809007646,2.87907608369653,3.09051443330257,2.72189421397742
100043823,Gm4673,predicted gene 4673,-0.614112388390834,-0.775499267480226,-0.891338219987174,-0.308868039793266
100043872,Rpl17-ps9,"ribosomal protein L17, pseudogene 9",-0.128685561220592,0.439889766118459,0.46685341888696,0.505576307050658
100043876,Gm4705,predicted gene 4705,3.42015751369391,3.01251393227637,3.38393978160137,3.14875342171711
100043882,NA,NA,0.0777653162468342,-0.0582294746549398,0.22211982979611,-0.45535412827075
100043910,A630075F10Rik,RIKEN cDNA A630075F10 gene,-1.02177035730408,-1.23187756213997,-0.839807919347092,-0.747310143407053
100043911,Ppp4r1l-ps,"protein phosphatase 4, regulatory subunit 1-like, pseudogene",2.2853607356552,2.16522492320417,2.33573068855875,2.66730594648048
100044193,Gm20939,"predicted gene, 20939",1.78558456475352,1.50676460983362,1.81514210031122,1.611885209197
100044509,Tgfbr3l,"transforming growth factor, beta receptor III-like",-0.0973213903112569,-0.592053126384295,-1.54341491656687,-0.328905793029811
100046579,NA,NA,-0.753837152057447,-0.46831775796205,-0.695418010011917,-1.55803979224531
100047183,NA,NA,4.91089636207881,4.74646708099564,5.66798672085161,5.61106376919252
100047282,NA,NA,0.543428888595646,1.11664474275911,1.08885329893265,1.14421806733476
100048534,Cfap43,cilia and flagella associated protein 43,1.09822941880655,1.5561768039587,0.904730894523916,1.42111595396184
100048895,9330020H09Rik,RIKEN cDNA 9330020H09 gene,-0.332699453242185,-0.549617860063899,-0.443879243015952,-0.411961532757369
100048926,Gm12945,predicted gene 12945,-1.02177035730408,-1.10355346516443,-0.695418010011917,-0.522992845146113
100049164,NA,NA,0.209009849525087,0.284372188497172,0.0687690528893135,0.412089678172549
100072,Camta1,calmodulin binding transcription activator 1,2.61854836839944,2.79512831716856,2.4947202123199,2.32660616600534
100073351,Yy2,Yy2 transcription factor,2.26740164431689,1.87713305977874,1.80708233051727,2.06772892486373
100087,Kti12,"KTI12 homolog, chromatin associated",4.09398993576493,4.01162857168345,4.05777220367239,4.04503925962517
100088,Rcc1,regulator of chromosome condensation 1,5.24195394814,5.07699056729788,4.84053618029422,4.69392758071076
100090,Zbtb48,zinc finger and BTB domain containing 48,2.77078756282544,2.47884879523816,2.57285477274385,2.51544333650999
100101806,Srp54c,signal recognition particle 54C,3.83823974510719,3.63302838247979,3.74409959409423,3.63210871297959
100101807,Fam177a2,family with sequence similarity 177 member A2,-0.486733081914606,2.46339120049796,-0.263306997374131,-0.122454915562384
100101919,Dnah7c,"dynein, axonemal, heavy chain 7C",-0.964054859447793,-2.13458036078505,-2.42477042006825,-2.53458081942132
100102,Pcsk9,proprotein convertase subtilisin/kexin type 9,6.81974585432766,6.61113049500344,6.59832731710474,6.52550492735117
100113398,Adat3,"adenosine deaminase, tRNA-specific 3",0.282383035855306,-0.549617860063899,0.293086351150254,0.550141859484102
100121,Tdrd7,tudor domain containing 7,5.62473324994676,5.89380621375093,5.38766024913031,5.42915431447341
100124467,Mir568,microRNA 568,-1.35107798255704,-1.37274009797982,-1.46324456788288,-0.720592805031274
100125929,0610009E02Rik,RIKEN cDNA 0610009E02 gene,-0.486733081914606,-1.10355346516443,-0.695418010011917,-0.918921521477252
100126229,Gm12758,predicted gene 12758,-1.88159269925582,-1.16628922051239,-1.38729571464959,-0.774531612142077
100126243,A030001D20Rik,RIKEN cDNA A030001D20 gene,-0.614112388390834,-1.30059031222398,-2.02884174373711,-1.0130436988418
100127111,Snord22,"small nucleolar RNA, C/D box 22",0.639644203854949,0.67277456127255,0.0954863912650931,0.645649190412726
100129,Gpr153,G protein-coupled receptor 153,7.03760169721704,6.78077945559228,6.76933841069809,6.7407176655384
100141474,4933428G20Rik,RIKEN cDNA 4933428G20 gene,-1.42702683579034,-1.9032548146786,-1.46324456788288,-0.918921521477252
100163,Pafah2,platelet-activating factor acetylhydrolase 2,5.69471667573374,5.62059750970804,5.60371730838084,5.58016904984058
100169,Phactr4,phosphatase and actin regulator 4,5.05395435497577,4.98345789899229,4.79745250176253,4.90595349962337
100169874,Gm11110,predicted gene 11110,-0.0973213903112569,0.0283582103411512,0.22211982979611,-0.00496135254394363
100169878,Gm10941,predicted gene 10941,-0.908559746856089,-0.635774503813613,-0.133539122403802,-0.45535412827075
100177,Zmym6,"zinc finger, MYM-type 6",4.20193587437805,4.42200899277202,4.72871494520234,4.79112358599456
100182,Akna,AT-hook transcription factor,2.92766928856644,3.09172711055478,2.84497145462198,3.18099375871732
100198,H6pd,hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase),10.2567383645058,10.1143397987689,10.2543045011848,10.2713515345435
100201,Tmem64,transmembrane protein 64,4.33146650439342,4.47820802461209,4.52881341098831,4.59237339146367
100206,Adprhl2,ADP-ribosylhydrolase like 2,4.53532208726369,4.41264949258099,4.63165338815141,4.68396288724117
100210,Gpn2,GPN-loop GTPase 2,3.53719693488413,3.38214740418365,3.4292777374374,3.35906322582251
100213,Rusc2,RUN and SH3 domain containing 2,6.82128541343247,6.73081671939082,6.89037914218805,6.99849767076782
100216343,Gm17501,"predicted gene, 17501",4.22227789851613,4.26146592176119,4.3336281450131,4.21987570587833
100216532,Snord2,"small nucleolar RNA, C/D box 2",-0.0666245930883405,0.0561032008240552,0.904730894523916,0.412089678172549
100216534,Snord96a,"small nucleolar RNA, C/D box 96A",1.9295738367518,1.96024318541654,1.57996749893842,1.9353891590099
100216537,Snord104,"small nucleolar RNA, C/D box 104",0.329304083242799,0.61798208843217,0.811117843752423,0.505576307050658
100216539,Snord4a,"small nucleolar RNA, C/D box 4A",-0.908559746856089,-1.37274009797982,-1.00027259154034,-0.618412410224795
100217418,Snora44,"small nucleolar RNA, H/ACA box 44",-0.855120487894629,-1.61374819748361,-1.05798808939663,-1.1849963816311
100217420,Snora81,"small nucleolar RNA, H/ACA box 81",-0.446655642539271,0.67277456127255,0.693624280733983,0.516847419385678
100217427,Snord52,"small nucleolar RNA, C/D box 52",-0.332699453242185,-1.44868895121312,-1.00027259154034,-1.0130436988418
100217431,Snord69,"small nucleolar RNA, C/D box 69",-0.369693660724387,0.236675446465876,-0.297658502164909,-0.122454915562384
100217440,Snora61,"small nucleolar RNA, H/ACA box 61",-0.0973213903112569,0.284372188497172,0.0687690528893135,-0.349225777409407
100217443,Snord12,"small nucleolar RNA, C/D box 12",-0.527955744641119,-0.46831775796205,-0.891338219987174,-0.618412410224795
100217446,Snord47,"small nucleolar RNA, C/D box 47",0.0777653162468342,0.0833246695590796,0.0954863912650931,-0.00496135254394363
100217451,Snora7a,"small nucleolar RNA, H/ACA box 7A",-0.486733081914606,-0.985716974870572,-0.606608743054061,-1.04583363395947
100217453,Snord16a,"small nucleolar RNA, C/D box 16A",0.543428888595646,0.521766773172867,-0.0144864507600386,0.645649190412726
100217455,Snord49a,"small nucleolar RNA, C/D box 49A",-0.332699453242185,-0.283102885495143,-0.695418010011917,-0.949618318700169
100217464,Snora41,"small nucleolar RNA, H/ACA box 41",-0.705742863856402,-0.0882867085111194,-1.24643317880974,-0.802276602624982
100226,Stx12,syntaxin 12,6.76132810723358,6.96836526593404,6.92779577394098,6.89458966645618
100233175,Gon7,GON7 subunit of KEOPS complex,1.32352173064879,1.14275758307824,1.21604531538643,1.58536433294431
100273,Osbpl9,oxysterol binding protein-like 9,6.58887788503522,6.69431498274274,6.72537768939803,6.71556475442926
100302499,Snora3,"small nucleolar RNA, H/ACA box 3",-0.527955744641119,-0.549617860063899,-1.71850162312496,-0.859420509728591
100302567,AF357399,snoRNA AF357399,-0.803590187254547,-2.95770259870098,-2.14913597745482,-1.55803979224531
100302593,Snord14d,"small nucleolar RNA, C/D box 14D",1.11171264817017,0.934314720426013,1.1152046258796,1.64307983080059
100302594,Snord14e,"small nucleolar RNA, C/D box 14E",1.44566883993458,1.5561768039587,1.65373155361047,1.71334669402226
100302730,5830417I10Rik,gon-4-like pseudogene,4.04914463830707,4.09088906519814,4.13867675999811,4.16809459580578
100303647,AF357359,snoRNA AF357359,2.46942830715187,2.93244473307297,2.77231691235659,2.88951772610369
100303738,D030025P21Rik,RIKEN cDNA D030025P21 gene,0.0217312813325065,0.16203664557312,0.147481028903355,0.0734652944128726
100303751,Snora31,"small nucleolar RNA, H/ACA box 31",1.93716698607403,1.88488950341317,2.08552528121489,2.37386022775059
100306944,Snora73a,"small nucleolar RNA, H/ACA box 73a",0.104986784981858,0.16203664557312,-0.133539122403802,0.133274689648176
100306955,Snora43,"small nucleolar RNA, H/ACA box 43",-1.77849920629172,-0.46831775796205,-1.18084483718216,-1.99692403347853
100310809,Gm10509,predicted gene 10509,1.09822941880655,1.63187653009055,1.82315709337534,1.64307983080059
