ENTREZID,SYMBOL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B
20556,Slfn2,schlafen 2,-1.15390808223103,5.04683746517449,-11.5595460823421,8.7065638602589e-31,3.40227639762174e-28,58.9405666993829
15953,Ifi47,interferon gamma inducible protein 47,-1.50844867824234,3.3425020227877,-11.5516133013066,9.11656376293817e-31,3.46353451626959e-28,58.9548941391543
14793,Cdca3,cell division cycle associated 3,-1.16741790004666,4.86486209712255,-11.4651806809325,2.31544330891195e-30,8.55900490161856e-28,58.1351986275716
223272,Itgbl1,"integrin, beta-like 1",1.02748085314985,6.33937481754666,11.2780137467564,1.99411000472926e-29,7.17722171965317e-27,55.8001630030508
12442,Ccnb2,cyclin B2,-1.09765071928003,5.17094641658489,-11.1452632900849,8.71174072686009e-29,3.05514045951963e-26,54.5199702251255
20846,Stat1,signal transducer and activator of transcription 1,-1.00412898186106,6.51394644436993,-11.2072209429833,1.03114041540871e-28,3.52572686538625e-26,54.1828798453953
71733,Susd2,sushi domain containing 2,1.59345631635148,3.16651761371087,11.0997946230815,1.44707201263354e-28,4.8272204675095e-26,54.0977511179456
227753,Gsn,gelsolin,1.00282547971299,11.4572770639631,11.0815380193063,1.77309520644218e-28,5.77395789012137e-26,53.7711610718285
19039,Lgals3bp,"lectin, galactoside-binding, soluble, 3 binding protein",-0.988266581101137,6.53877016043841,-11.0580912492043,2.30065983207861e-28,7.23743573572881e-26,53.5055115579658
12428,Ccna2,cyclin A2,-1.0607493424344,5.4556227479305,-11.0570134808965,2.32834080845264e-28,7.23743573572881e-26,53.5316305703086
15950,Ifi203,interferon activated gene 203,-1.09072405715217,5.19473057202179,-11.0887562924923,3.17076531014856e-28,9.53984685959431e-26,53.1174881596762
320563,Islr2,immunoglobulin superfamily containing leucine-rich repeat 2,0.992525006567296,6.57547970566936,11.0280787705307,3.20854687096102e-28,9.53984685959431e-26,53.1792271947448
171531,Mlph,melanophilin,1.39822103333767,3.67751733968912,11.0040359355245,4.18557415188467e-28,1.21800207819844e-25,53.0454394794438
12818,Col14a1,"collagen, type XIV, alpha 1",1.05184983354701,5.6949183307909,11.0436794502805,4.33197577310011e-28,1.23434234684771e-25,52.7897640144046
20684,Sp100,nuclear antigen Sp100,-1.10748678747342,4.93805902561218,-10.9666183555762,9.27328676104692e-28,2.58838251083344e-25,52.0648245033342
14235,Foxm1,forkhead box M1,-1.05461096485043,5.33220990659875,-10.8747424116689,1.73129193732621e-27,4.73577596536212e-25,51.5465218421613
18817,Plk1,polo like kinase 1,-1.12738607294656,4.69673771464127,-10.8558971188711,2.12643510050595e-27,5.70259860188624e-25,51.3751467279813
100040462,Mndal,myeloid nuclear differentiation antigen like,-1.09892778988377,4.85923058813826,-10.792795026582,4.39326500752984e-27,1.15551318284588e-24,50.5262977994755
11606,Agt,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)",-1.61163372517286,2.75318756746801,-10.7819509485733,4.868961649837e-27,1.25646770726077e-24,50.5026330782522
223672,Apol9a,apolipoprotein L 9a,-2.68282754926567,1.19034833426178,-10.7717751393157,5.30088691552331e-27,1.34259685821504e-24,50.0605209508966
240327,Gm4951,predicted gene 4951,-2.58016170107953,1.30766453292973,-10.7669718149069,1.54812599081673e-26,3.8497671229819e-24,48.982986854235
20878,Aurka,aurora kinase A,-1.14512142644866,4.4385696576823,-10.6551330150963,1.85961123166469e-26,4.54176835990678e-24,49.2411656923221
276950,Slfn8,schlafen 8,-1.70908215341476,2.47934552376994,-10.5880539782807,3.80421372463741e-26,8.97469827598597e-24,48.5824346872675
12615,Cenpa,centromere protein A,-1.11499023819494,4.58586053659129,-10.5880123965423,3.80589676103814e-26,8.97469827598597e-24,48.5229116544415
21335,Tacc3,"transforming, acidic coiled-coil containing protein 3",-1.04806828118546,5.07178144764941,-10.5427963238906,6.15044795021005e-26,1.4257572307631e-23,48.0195377890923
212996,Galnt17,polypeptide N-acetylgalactosaminyltransferase 17,0.948022375071545,6.56074330485247,10.5327876484307,6.83801438809789e-26,1.55872537976691e-23,47.8588673781183
20847,Stat2,signal transducer and activator of transcription 2,-0.99375245102494,5.74499876270244,-10.5929441343366,7.36146918255356e-26,1.65053793458664e-23,47.7153502449027
71586,Ifih1,interferon induced with helicase C domain 1,-1.08366656935396,4.78869445383499,-10.5498050395102,8.12602034763798e-26,1.79257387572008e-23,47.6578372313514
20568,Slpi,secretory leukocyte peptidase inhibitor,1.88336425351117,2.39575774404125,10.4277524087332,2.0670344388138e-25,4.48743333645339e-23,46.8743636526287
68026,Pclaf,PCNA clamp associated factor,-1.06714071512311,4.80434198154698,-10.4197061890628,2.24882979535665e-25,4.80581954860826e-23,46.7502345948802
11603,Agrn,agrin,-0.967062293853099,5.59768814659061,-10.2066212465135,2.04848966141912e-24,4.31033739988143e-22,44.5198170373713
68612,Ube2c,ubiquitin-conjugating enzyme E2C,-1.04021839785464,4.83592466947229,-10.1972067961613,2.25621020573204e-24,4.6754828763329e-22,44.4651311718831
17858,Mx2,MX dynamin-like GTPase 2,-2.73222052234792,0.924149390058638,-10.1216476368489,4.88275917671101e-24,9.96738765072783e-22,43.2969192094104
16765,Stmn1,stathmin 1,-0.942597364097884,5.67634868847143,-10.013469730231,1.460378298615e-23,2.93729323384668e-21,42.5708271518927
110033,Kif22,kinesin family member 22,-1.07028237684043,4.45098950820891,-9.98694095021531,1.90715953740577e-23,3.78032188305778e-21,42.3783652743907
21648,Dynlt1b,dynein light chain Tctex-type 1B,1.64621540226575,2.63249251397111,9.9723372993489,2.20837174525055e-23,4.31484290854168e-21,42.3213109215513
80285,Parp9,"poly (ADP-ribose) polymerase family, member 9",-1.01428571738504,5.6420189455123,-10.5457259186531,2.6764104376903e-23,5.12305625538381e-21,42.0286294628681
11752,Anxa8,annexin A8,1.8799124580388,2.23875659131328,9.95239991165009,2.69693683108602e-23,5.12305625538381e-21,42.0784966060484
11799,Birc5,baculoviral IAP repeat-containing 5,-1.00226906682509,4.93732919447118,-9.94281917132925,2.96838981107438e-23,5.56146129398142e-21,41.9086236108139
17069,Ly6e,"lymphocyte antigen 6 complex, locus E",-0.854493721451362,8.87546156394592,-9.84082037157003,8.19440061165563e-23,1.51452455629208e-20,40.8112227787056
107995,Cdc20,cell division cycle 20,-0.957864663813172,5.27523744508283,-9.83621232753125,8.5770070669807e-23,1.5641030087346e-20,40.8390349849544
23960,Oas1g,2'-5' oligoadenylate synthetase 1G,-4.58928772368254,-0.683208358613252,-9.82282483367545,9.79179522307592e-23,1.76213662192118e-20,38.1888213605982
16600,Klf4,Kruppel-like factor 4 (gut),0.851350199787426,7.81738525028139,9.79291023613585,1.31562125997344e-22,2.33685090553983e-20,40.3432685748204
52276,Cdca8,cell division cycle associated 8,-1.05603506739887,4.39256208291367,-9.7774359736767,1.53225976159591e-22,2.68675855889067e-20,40.3224379593068
72119,Tpx2,"TPX2, microtubule-associated",-0.881171862518291,6.14315672878902,-9.67096350744005,4.34587726559386e-22,7.52386877994015e-20,39.1919633943119
18140,Uhrf1,"ubiquitin-like, containing PHD and RING finger domains, 1",-0.936154822440003,5.33714458209652,-9.66807589837305,4.46980981387233e-22,7.64169860304148e-20,39.2027231110007
228432,Ano3,anoctamin 3,1.32040617622665,3.29949581428722,9.63552644624332,6.13329762082164e-22,1.03561866123429e-19,39.0445460850072
268697,Ccnb1,cyclin B1,-0.902647026528763,5.72502965239668,-9.62769241179697,6.61755418837375e-22,1.10375961749253e-19,38.7944864344094
60599,Trp53inp1,transformation related protein 53 inducible nuclear protein 1,0.882535421927503,6.27428881068167,9.65999670450213,7.99237670448085e-22,1.31700886972512e-19,38.528039878258
71898,Apol9b,apolipoprotein L 9b,-2.41353904702712,1.07879393792978,-9.59329181241271,9.28028423550723e-22,1.51102913677419e-19,38.2858500582072
547253,Parp14,"poly (ADP-ribose) polymerase family, member 14",-1.01715625404419,4.87353864181586,-9.9088980444553,1.00270311405439e-21,1.61340829304964e-19,38.4397365004016
16012,Igfbp6,insulin-like growth factor binding protein 6,0.832078664814358,7.94412407213241,9.58117210150548,1.03786722905708e-21,1.65057094090858e-19,38.2982623648152
16881,Lig1,"ligase I, DNA, ATP-dependent",-0.942082304941479,5.10696531947032,-9.52015132521317,1.86685408003975e-21,2.93482336237974e-19,37.8027423691053
73804,Kif2c,kinesin family member 2C,-1.00218583071112,4.57205675946093,-9.51379100088201,1.98424416547714e-21,3.08392130127623e-19,37.7788536761805
70466,Ckap2l,cytoskeleton associated protein 2-like,-0.964857418116513,4.85519817451978,-9.48744182525085,2.55347238675065e-21,3.92402717231333e-19,37.5095799020425
170942,Erdr1,erythroid differentiation regulator 1,-6.8034498826394,-2.88738981236112,-9.47179511278706,2.9650789368271e-21,4.50593162433159e-19,31.091214753696
21973,Top2a,topoisomerase (DNA) II alpha,-0.834107543365895,6.90075791900676,-9.46669657578159,3.11288670048821e-21,4.67856608819531e-19,37.2216819167521
55990,Fmo2,flavin containing monooxygenase 2,0.817789378425225,8.2433378579939,9.42389360761351,4.74489637969938e-21,7.05390736795092e-19,36.7242545388321
243771,Parp12,"poly (ADP-ribose) polymerase family, member 12",-0.921096555154485,5.21953892907577,-9.41123031688874,5.2757823052165e-21,7.75880371918774e-19,36.7693416521664
21877,Tk1,thymidine kinase 1,-0.9611987928327,4.79606495606502,-9.38624149159231,6.68474098555758e-21,9.72629813398627e-19,36.5630246246161
671535,Parp10,"poly (ADP-ribose) polymerase family, member 10",-0.988836792251924,4.55476395680798,-9.36568360730375,8.11811744700027e-21,1.16875255076445e-18,36.3888777163076
16551,Kif11,kinesin family member 11,-0.961398613779505,4.77142305916412,-9.36088221506429,8.52052946654264e-21,1.2139091824365e-18,36.2567404275111
18133,Ccn3,cellular communication network factor 3,0.91130920562735,5.37944535197987,9.33714822458351,1.06235132330892e-20,1.49791536586558e-18,36.0760561602613
30935,Tor3a,"torsin family 3, member A",-0.904011858730776,5.31877003094546,-9.32333170626842,1.21171888631556e-20,1.69108971511611e-18,35.8746201379968
12496,Entpd2,ectonucleoside triphosphate diphosphohydrolase 2,0.884034603549582,5.69486488196025,9.31966701033605,1.25215579360205e-20,1.72987220091871e-18,35.8953238900969
58994,Smpd3,"sphingomyelin phosphodiesterase 3, neutral",1.03080795145361,4.36794403850841,9.32247463904454,1.26959163406366e-20,1.73642047790887e-18,35.9067487440347
12534,Cdk1,cyclin-dependent kinase 1,-0.869014109833307,5.77254362677882,-9.30393201494354,1.45146353951677e-20,1.96551156732384e-18,35.739191677217
230073,Ddx58,DEAD/H box helicase 58,-0.841264187700642,6.20100012414158,-9.26454284833463,2.13655077539883e-20,2.86486323089508e-18,35.2729728193363
231507,Plac8,placenta-specific 8,-0.803524766844703,7.56044506233903,-9.24991392370838,2.4180896800285e-20,3.21089442269416e-18,35.119635057262
108151,Sema3d,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D",0.906780840597007,5.33687925218487,9.2505095443947,2.58885682413344e-20,3.40459565227626e-18,35.1361983924317
17218,Mcm5,minichromosome maintenance complex component 5,-0.907389802573675,5.17372662317587,-9.23258328621783,2.84868068138695e-20,3.71061006469803e-18,35.0416898105395
16571,Kif4,kinesin family member 4,-0.999862242951436,4.36460705944744,-9.22861495172322,2.93357122851786e-20,3.78513714079612e-18,35.135467173569
72289,Malat1,metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA),0.821301257369917,10.5346606919972,9.22740082262424,2.96690105132768e-20,3.79236501672979e-18,34.9997472027534
66977,Nuf2,"NUF2, NDC80 kinetochore complex component",-0.989981787140853,4.41864861112561,-9.20644945162595,3.60471545624875e-20,4.56497160139946e-18,34.9279738317872
434341,Nlrc5,"NLR family, CARD domain containing 5",-1.76374636558326,1.8636903908602,-9.19161784902329,4.13641623714179e-20,5.1902536582925e-18,34.9041906653595
229003,Helz2,"helicase with zinc finger 2, transcriptional coactivator",-0.875033936304039,5.48147797878999,-9.15306984745309,5.90864458963181e-20,7.34659382294494e-18,34.3678393829972
52033,Pbk,PDZ binding kinase,-1.07426611570675,3.79326133493551,-9.06287923796861,1.3531679215443e-19,1.6673223119785e-17,33.6754110458792
320974,Lrrn4,leucine rich repeat neuronal 4,1.60035347859826,2.36726326207363,9.06153594010595,1.38694313365821e-19,1.69368046777172e-17,33.6816227894532
68298,Ncapd2,"non-SMC condensin I complex, subunit D2",-0.836358645526745,5.91744841617088,-9.04879303743646,1.5390179370014e-19,1.86275648888214e-17,33.3997345120782
81877,Tnxb,tenascin XB,0.866895385840547,5.53131956761837,9.01563957659541,2.08189401583188e-19,2.49772495215198e-17,33.1282627468274
54141,Spag5,sperm associated antigen 5,-0.97713661742215,4.35911727488721,-9.01405405433711,2.11213701839403e-19,2.51197373918045e-17,33.1887939799211
631323,Gm12250,predicted gene 12250,-3.58301612558259,-0.356951488153008,-8.87205620279296,8.2499410972243e-19,9.72710727471868e-17,30.635442012407
233406,Prc1,protein regulator of cytokinesis 1,-0.816795561243314,5.90895885836751,-8.83298825703972,1.07887793250739e-18,1.2611806395644e-16,31.4778354470303
208164,Fam180a,"family with sequence similarity 180, member A",1.53586802054114,2.4070501114309,8.8145810161821,1.27113705732777e-18,1.47333402822643e-16,31.5766895555395
17345,Mki67,antigen identified by monoclonal antibody Ki 67,-0.792895935262059,6.35775638809306,-8.8062728588458,1.36864412938977e-18,1.57302065190453e-16,31.2240878022729
16319,Incenp,inner centromere protein,-0.867961806705699,5.0862601120835,-8.75729905468927,2.11301099015013e-18,2.40830427602361e-16,30.8623381596712
18828,Plscr2,phospholipid scramblase 2,-1.02275526884505,3.85909143368618,-8.73153349323581,2.68654327158605e-18,3.03668201037045e-16,30.6755756276228
17279,Melk,maternal embryonic leucine zipper kinase,-0.992171149482918,4.03610224657795,-8.72171037028147,2.8928319862517e-18,3.24305435048889e-16,30.6379060265907
100862085,Gm16867,"predicted gene, 16867",-6.47591482590295,-3.84257330032583,-8.71762493216073,2.99881291636208e-18,3.33453367943774e-16,25.1383998538772
26934,Racgap1,Rac GTPase-activating protein 1,-0.813320467875628,5.78322717509548,-8.71677731589487,3.0260747955322e-18,3.33771169181402e-16,30.4154738568157
224796,Clic5,chloride intracellular channel 5,0.938477991676438,4.51594326318877,8.69104758438563,3.78817687558678e-18,4.14487161019203e-16,30.3417795641716
22268,Upk1b,uroplakin 1B,1.14736852520046,3.41760706531921,8.68592795666607,3.9622705216478e-18,4.30095031147436e-16,30.4025270103719
21665,Tdg,thymine DNA glycosylase,1.20481169391935,3.20657193378029,8.6773881542375,4.27040890113404e-18,4.59892775911892e-16,30.3484477743329
218977,Dlgap5,DLG associated protein 5,-0.934124934750683,4.38945120594859,-8.65909411731039,5.01234681392515e-18,5.35577088859799e-16,30.0654102799513
232714,Mgam,maltase-glucoamylase,0.916500706468816,4.66224962901679,8.66142084012032,5.08484140343395e-18,5.3911144088966e-16,29.990451630806
15944,Irgm1,immunity-related GTPase family M member 1,-0.99124010244077,6.43241388272938,-10.2413310968344,5.61439125656259e-18,5.90677147815435e-16,30.1929744489118
66929,Asf1b,anti-silencing function 1B histone chaperone,-1.06239117619774,3.58892688126134,-8.64290914564894,5.77395471682066e-18,6.028273180302e-16,29.9992473351623
15945,Cxcl10,chemokine (C-X-C motif) ligand 10,-2.75121669041857,0.275443709970862,-8.63717917803504,6.13133053857088e-18,6.35289452848742e-16,29.471547252319
15959,Ifit3,interferon-induced protein with tetratricopeptide repeats 3,-1.7903542320614,5.08482764983733,-14.4734397765381,7.5823858309119e-18,7.79731511348738e-16,30.5343980378851
19348,Kif20a,kinesin family member 20A,-0.824541621531616,5.43802463929902,-8.59734817187147,8.58633757209677e-18,8.76383126668414e-16,29.4577720659283
12235,Bub1,"BUB1, mitotic checkpoint serine/threonine kinase",-0.971011243651487,4.07660083283049,-8.59269647111614,8.94032618293538e-18,9.05754379288942e-16,29.52350117017
57319,Smpdl3a,"sphingomyelin phosphodiesterase, acid-like 3A",0.951763226252107,4.45748462308942,8.69472208238011,1.01002617344784e-17,1.01574470398868e-15,29.3675280119996
209200,Dtx3l,"deltex 3-like, E3 ubiquitin ligase",-0.906345869105483,4.4975621027932,-8.52661750053893,1.58342612637511e-17,1.58076781973959e-15,28.923573732492
74574,Lvrn,laeverin,1.18876856142628,3.18214216787499,8.51868365976833,1.69542531500282e-17,1.67297401765075e-15,28.997351999041
213119,Itga10,"integrin, alpha 10",1.19203586176741,3.16091491357737,8.51985040502251,1.70025143272249e-17,1.67297401765075e-15,28.9491887321138
229595,Adamtsl4,ADAMTS-like 4,0.900556078363751,4.66222838931304,8.51671010476464,1.74246856720008e-17,1.70226732811396e-15,28.7796465262261
14254,Flt1,FMS-like tyrosine kinase 1,0.834324001211357,5.29176675684549,8.49014045368148,2.16689908024646e-17,2.10189210783906e-15,28.5625176636667
15331,Hmgn2,high mobility group nucleosomal binding domain 2,-0.801285246494024,5.60369297606309,-8.47044727156077,2.56541138965991e-17,2.4709247588999e-15,28.3694336306895
18553,Pcsk6,proprotein convertase subtilisin/kexin type 6,0.843529204436943,5.16105562403518,8.46785601161236,2.62296249973521e-17,2.50868937824325e-15,28.38373003621
51944,Knstrn,kinetochore-localized astrin/SPAG5 binding,-0.847926236110183,4.97177700990307,-8.45633712757378,2.90040357009895e-17,2.75477914085023e-15,28.2438718588303
17220,Mcm7,minichromosome maintenance complex component 7,-0.82301212946361,5.2653108978394,-8.45161046591653,3.01392683905771e-17,2.84286050881326e-15,28.2311847431085
22403,Ccn5,cellular communication network factor 5,1.04449660656658,3.72552986576056,8.44779173836247,3.11386847785783e-17,2.91701227203161e-15,28.3460035187384
16391,Irf9,interferon regulatory factor 9,-0.808983494642076,5.43491063700253,-8.43119817409329,3.75130144251028e-17,3.49024148498049e-15,27.9619772429815
19272,Ptprk,"protein tyrosine phosphatase, receptor type, K",-0.986563407430232,3.84997549641618,-8.41235366349648,4.21192330604973e-17,3.89232939573258e-15,28.0204192010165
74568,Mlkl,mixed lineage kinase domain-like,-0.802515841258503,5.49803077179349,-8.41054779102236,4.27711477247496e-17,3.91136153363772e-15,27.8720245284115
494504,Apcdd1,adenomatosis polyposis coli down-regulated 1,1.08046351811615,3.54035879979749,8.41020190273436,4.28971433827344e-17,3.91136153363772e-15,28.0505674736706
381293,Kif14,kinesin family member 14,-1.09310778439313,3.29972741018488,-8.40064920233428,4.65253048227901e-17,4.21408340437947e-15,27.9769702938512
99543,Olfml3,olfactomedin-like 3,-0.742155913632523,6.76033932715032,-8.3864056318722,5.25040637220303e-17,4.72432947056716e-15,27.6146826752184
72391,Cdkn3,cyclin-dependent kinase inhibitor 3,-1.03804081282343,3.54481300450806,-8.37822814423894,5.62726334167614e-17,5.03033207347089e-15,27.7657766716421
217258,Abca8a,"ATP-binding cassette, sub-family A (ABC1), member 8a",0.779372892613502,5.90405452066169,8.35948765657874,6.88542596297326e-17,6.11506304516787e-15,27.3445849061394
56429,Dpt,dermatopontin,0.739587533770277,6.88875487605831,8.35070665525589,7.10239802752197e-17,6.26706437563987e-15,27.3175689220739
66889,Rnf128,ring finger protein 128,-0.884498113978711,4.51406560472217,-8.34053711789043,7.7389868374957e-17,6.7850078831044e-15,27.3605256662578
56047,Msln,mesothelin,0.985039509926546,3.94966112907886,8.33616423521277,8.02972244370298e-17,6.99506457723093e-15,27.3905750170547
208628,Kntc1,kinetochore associated 1,-0.918670942391635,4.2159264143995,-8.30784890282518,1.01909217079918e-16,8.82159722786104e-15,27.1165721193123
20539,Slc7a5,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 5",-0.740936139392071,6.53961052483211,-8.29961282967698,1.09415217944835e-16,9.41177318133026e-15,26.8558382678031
19091,Prkg1,"protein kinase, cGMP-dependent, type I",0.886504671797472,4.56856487889939,8.28251335271121,1.26312453002477e-16,1.0797346373218e-14,26.8430044295973
17380,Mme,membrane metallo endopeptidase,-0.820728098296593,5.08455805159383,-8.28169174498447,1.28380757695882e-16,1.09059852360657e-14,26.7752959007386
68498,Tspan11,tetraspanin 11,-1.14230133820026,3.00494163852597,-8.23375413549934,1.89714698481973e-16,1.60168390810985e-14,26.586520075352
210622,Pamr1,peptidase domain containing associated with muscle regeneration 1,1.31415686156035,2.64360748687346,8.2133700349633,2.24458135752011e-16,1.88338277465046e-14,26.5107781641989
100047183,NA,NA,0.809470363968027,5.23410348327965,8.19286509383078,2.6610876116673e-16,2.21924971126669e-14,26.0971678660625
68743,Anln,"anillin, actin binding protein",-0.72222345892819,6.84218803738827,-8.18505755226738,2.83896283670871e-16,2.35324210410091e-14,25.9498791802571
20877,Aurkb,aurora kinase B,-0.918664183617128,4.11647848325983,-8.18238651144729,2.90246667278887e-16,2.39138775203213e-14,26.0972799562366
76184,Abca6,"ATP-binding cassette, sub-family A (ABC1), member 6",0.980382139662558,3.85415615683421,8.1501858786172,3.85814376587775e-16,3.15975043628204e-14,25.8207438027889
15444,Hpca,hippocalcin,-0.984568107294056,3.67829786466024,-8.14438151530594,4.01596259074512e-16,3.26942383057268e-14,25.7840618320021
234267,Gpm6a,glycoprotein m6a,1.64668307888295,1.92997337242384,8.13483406815113,4.29835394134115e-16,3.47861460684751e-14,25.8894650533842
277353,Tcfl5,transcription factor-like 5 (basic helix-loop-helix),-1.1441046267505,2.94392949605735,-8.12987589751507,4.47742243244832e-16,3.60221803579974e-14,25.7920257468557
15366,Hmmr,hyaluronan mediated motility receptor (RHAMM),-0.798226988807921,5.15619861361852,-8.11492842488484,5.06294675637821e-16,4.04946916882952e-14,25.4612423466196
11609,Agtr2,"angiotensin II receptor, type 2",-1.00933594572467,3.5152541327043,-8.10735413497945,5.39282845703861e-16,4.28823923296029e-14,25.5115937720369
11861,Arl4a,ADP-ribosylation factor-like 4A,0.765674558218823,5.69439292982942,8.08740035302014,6.3453217504767e-16,5.01647199891733e-14,25.2113134502228
70417,Megf10,multiple EGF-like-domains 10,-0.967767837557545,3.72780440698028,-8.08419954192769,6.51378599142335e-16,5.1200604025688e-14,25.342261256406
12575,Cdkn1a,cyclin-dependent kinase inhibitor 1A (P21),0.700001302392208,8.12414320684773,8.07107726519674,7.25172898740526e-16,5.66753699204239e-14,25.0132162753348
